cohort	pr_definition	model	checkpoint	method	outcome	log_energy_ratio	raw_fpr	full_moment_pr
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_flat	gain_siqa		1.349226566027499	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	gain_siqa		-0.8490950017981339	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a05	gain_siqa		0.49270506154455523	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a10	gain_siqa		1.3298978597858804	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_flat	gain_siqa		1.3329789908754022	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	gain_siqa		-0.06877726177412959	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a05	gain_siqa		0.4927404717950226	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a10	gain_siqa		0.6730054277317087	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_flat	gain_siqa		0.6755110990347525	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	gain_siqa		-0.7837451103348119	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a05	gain_siqa		0.4653765702109356	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a10	gain_siqa		1.2647617835759843	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_flat	gain_siqa		1.2678315187886458	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	gain_siqa		-0.8041863955065486	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a05	gain_siqa		0.4966556114917308	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a10	gain_siqa		1.276702588217443	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_flat	gain_siqa		1.2797550749075688	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	gain_siqa		-0.06993053926135771	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a05	gain_siqa		0.47882754237749847	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a10	gain_siqa		0.6528770303666456	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_flat	gain_siqa		0.6552585801868375	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	gain_siqa		-0.10617778478162757	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a05	gain_siqa		0.4982669164901236	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a10	gain_siqa		0.6904015854867162	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_flat	gain_siqa		0.6927807953560542	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	gain_siqa		-0.16196888008348878	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a05	gain_siqa		0.5168884997725717	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a10	gain_siqa		0.7241014197365258	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_flat	gain_siqa		0.7263890775496177	
B_edited_only	raw_fpr	FPR	Qwen3-8B/magicoder/seed42	scalar_e	gain_siqa		-1.2673984284674968	
B_edited_only	raw_fpr	FPR	Qwen3-8B/metamath/seed42	scalar_e	gain_siqa		-1.6125204044153498	
B_edited_only	raw_fpr	FPR	Qwen3-8B/tulu/seed42	scalar_e	gain_siqa		-1.7224377720882116	
B_edited_only	raw_fpr	FPR	Qwen3-8B/magicoder/seed43	scalar_e	gain_siqa		-1.2935869856119284	
B_edited_only	raw_fpr	FPR	Qwen3-8B/metamath/seed43	scalar_e	gain_siqa		-1.6468352580732657	
B_edited_only	raw_fpr	FPR	Qwen3-8B/tulu/seed43	scalar_e	gain_siqa		-1.7264771342577994	
B_edited_only	raw_fpr	FPR	Qwen3-8B/magicoder/seed44	scalar_e	gain_siqa		-1.2893158024991351	
B_edited_only	raw_fpr	FPR	Qwen3-8B/metamath/seed44	scalar_e	gain_siqa		-1.6322758011356835	
B_edited_only	raw_fpr	FPR	Qwen3-8B/tulu/seed44	scalar_e	gain_siqa		-1.7416161716500818	
B_edited_only	raw_fpr	FPR	Qwen3-8B/magicoder/seed42	flat_e	gain_siqa		-1.0088184976710937	
B_edited_only	raw_fpr	FPR	Qwen3-8B/metamath/seed42	flat_e	gain_siqa		-0.6187255513259259	
B_edited_only	raw_fpr	FPR	Qwen3-8B/tulu/seed42	flat_e	gain_siqa		-0.276897244104483	
B_edited_only	raw_fpr	FPR	Qwen3-8B/magicoder/seed43	flat_e	gain_siqa		-0.9946418413658696	
B_edited_only	raw_fpr	FPR	Qwen3-8B/metamath/seed43	flat_e	gain_siqa		-0.4979202071725247	
B_edited_only	raw_fpr	FPR	Qwen3-8B/tulu/seed43	flat_e	gain_siqa		-0.18893739328577494	
B_edited_only	raw_fpr	FPR	Qwen3-8B/magicoder/seed44	flat_e	gain_siqa		-1.0023744475294727	
B_edited_only	raw_fpr	FPR	Qwen3-8B/metamath/seed44	flat_e	gain_siqa		-0.5380702871216068	
B_edited_only	raw_fpr	FPR	Qwen3-8B/tulu/seed44	flat_e	gain_siqa		-0.22800223614460632	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	gain_siqa		-1.4845019150820258	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	gain_siqa		-1.6821666768530978	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	gain_siqa		-1.620355633190297	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	gain_siqa		-1.4207786907112219	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	gain_siqa		-1.4194052881810624	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	gain_siqa		-1.6449362384823505	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	gain_siqa		-1.4404306851744157	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	gain_siqa		-1.4089271104606966	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	gain_siqa		-1.6265355405674446	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	gain_siqa		-0.8632228592490134	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	gain_siqa		-0.09031305993425745	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	gain_siqa		-0.09667698047932852	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	gain_siqa		-0.9001570623909444	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	gain_siqa		-0.7948194740596909	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	gain_siqa		-0.13033527406891518	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	gain_siqa		-0.8660562252332883	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	gain_siqa		-0.8399997686494972	
B_edited_only	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	gain_siqa		-0.17887457640778265	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	hns_f4_s1	gain_siqa	1.5081119535116942	-1.0063026514192657	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_hns_a05	gain_siqa	-1.0147400436427458	0.20970166148287847	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_hns_a10	gain_siqa	-1.6648211966388289	1.5335865384710867	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_flat	gain_siqa	-1.8447746202535147	1.5392313776038904	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	hns_f4_s1	gain_siqa	1.425180789880406	-0.9935576372574824	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_hns_a05	gain_siqa	-0.9498227404462345	0.27325677654679353	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_hns_a10	gain_siqa	-1.5982556628272704	1.501513391492346	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_flat	gain_siqa	-1.7274639663677065	1.507016296196142	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	hns_f4_s1	gain_siqa	1.4601715414661323	-0.9924977276252442	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_hns_a05	gain_siqa	-0.9752914013034434	0.26195946325567376	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_hns_a10	gain_siqa	-1.6382073232547867	1.5081589798863941	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_flat	gain_siqa	-1.767015899840163	1.514069534511786	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	hns_f4_s1	gain_siqa	0.6579194380293709	-0.5858711079059978	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_hns_a05	gain_siqa	-0.3636971012119107	0.5341454456332614	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_hns_a10	gain_siqa	-0.7834909895197629	1.1395212690645016	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_flat	gain_siqa	-0.8265702233564329	1.1434503489495103	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	hns_f4_s1	gain_siqa	0.6097574391108833	-0.4696589860902559	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_hns_a05	gain_siqa	-0.32973425584013455	0.5336493842509338	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_hns_a10	gain_siqa	-0.737670324185681	1.0387116687150522	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_flat	gain_siqa	-0.7618677373068327	1.0420533983700597	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	hns_f4_s1	gain_siqa	0.6224725703936135	-0.5010213875232664	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_hns_a05	gain_siqa	-0.33451806515144256	0.5480469652518412	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_hns_a10	gain_siqa	-0.7518676110902629	1.0599670909470638	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_flat	gain_siqa	-0.7810320349391305	1.063353419581653	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	hns_f4_s1	gain_siqa	0.40180222739703664	-0.2541832887378234	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_hns_a05	gain_siqa	-0.1869350886877917	0.5220889253725192	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_hns_a10	gain_siqa	-0.5086510564530705	0.8642832488560026	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_flat	gain_siqa	-0.5098205370502477	0.8671461307019962	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	hns_f4_s1	gain_siqa	0.36286898149464203	-0.16757883204641275	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_hns_a05	gain_siqa	-0.174364145095465	0.5132203612507441	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_hns_a10	gain_siqa	-0.45547657028680194	0.7835436546490077	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_flat	gain_siqa	-0.458766229101661	0.7862293436902339	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	hns_f4_s1	gain_siqa	0.37389459682743525	-0.18514281527701187	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_hns_a05	gain_siqa	-0.1793751710559023	0.534650564112363	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_hns_a10	gain_siqa	-0.4708229887759347	0.8087041048992155	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_flat	gain_siqa	-0.47148563065046645	0.8114065540601202	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	gain_siqa	1.2788817540105695	-0.8245207788649999	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a05	gain_siqa	-0.8319541279657842	0.6097449246418977	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a10	gain_siqa	-1.4810844802873273	1.2797284998197467	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_flat	gain_siqa	-1.5236066537785908	1.2827721287343954	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	gain_siqa	1.3581080306712467	-0.8761691281478192	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a05	gain_siqa	-0.8869496976427336	0.5017789393268137	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a10	gain_siqa	-1.5873246822792364	1.3460993758956736	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_flat	gain_siqa	-1.6000497120917627	1.349226566027499	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	gain_siqa	1.361231681798175	-0.8490950017981339	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a05	gain_siqa	-0.8901797722363729	0.49270506154455523	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a10	gain_siqa	-1.5894785543556729	1.3298978597858804	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_flat	gain_siqa	-1.6040367188024731	1.3329789908754022	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	gain_siqa	0.2649850953384596	-0.06877726177412959	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a05	gain_siqa	-0.1305699574254816	0.4927404717950226	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a10	gain_siqa	-0.3318671094974833	0.6730054277317087	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_flat	gain_siqa	-0.3325182190924129	0.6755110990347525	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	gain_siqa	1.1876225511865595	-0.7837451103348119	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a05	gain_siqa	-0.7106204746024336	0.4653765702109356	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a10	gain_siqa	-1.4277805902565828	1.2647617835759843	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_flat	gain_siqa	-1.4244665887006653	1.2678315187886458	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	gain_siqa	1.1794486659415722	-0.8041863955065486	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a05	gain_siqa	-0.6983962232123992	0.4966556114917308	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a10	gain_siqa	-1.4210377712774447	1.276702588217443	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_flat	gain_siqa	-1.418912003334867	1.2797550749075688	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	gain_siqa	0.6084424673912678	-0.06993053926135771	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a05	gain_siqa	-0.34249832480539766	0.47882754237749847	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a10	gain_siqa	-0.7420214222094146	0.6528770303666456	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_flat	gain_siqa	-0.7408076551589948	0.6552585801868375	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	gain_siqa	0.6203574691185678	-0.10617778478162757	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a05	gain_siqa	-0.3454461516982941	0.4982669164901236	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a10	gain_siqa	-0.7590272932318348	0.6904015854867162	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_flat	gain_siqa	-0.7565989624255728	0.6927807953560542	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	gain_siqa	0.6074789034510637	-0.16196888008348878	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a05	gain_siqa	-0.3401123410892758	0.5168884997725717	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a10	gain_siqa	-0.7423722755073513	0.7241014197365258	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_flat	gain_siqa	-0.7399520937565702	0.7263890775496177	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	scalar_e	gain_siqa	1.5081119535116942	-1.2673984284674968	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	scalar_e	gain_siqa	0.6579194380293709	-1.6125204044153498	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	scalar_e	gain_siqa	0.40180222739703664	-1.7224377720882116	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	scalar_e	gain_siqa	1.425180789880406	-1.2935869856119284	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	scalar_e	gain_siqa	0.6097574391108833	-1.6468352580732657	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	scalar_e	gain_siqa	0.36286898149464203	-1.7264771342577994	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	scalar_e	gain_siqa	1.4601715414661323	-1.2893158024991351	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	scalar_e	gain_siqa	0.6224725703936135	-1.6322758011356835	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	scalar_e	gain_siqa	0.37389459682743525	-1.7416161716500818	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	flat_e	gain_siqa	1.5081119535116942	-1.0088184976710937	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	flat_e	gain_siqa	0.6579194380293709	-0.6187255513259259	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	flat_e	gain_siqa	0.40180222739703664	-0.276897244104483	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	flat_e	gain_siqa	1.425180789880406	-0.9946418413658696	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	flat_e	gain_siqa	0.6097574391108833	-0.4979202071725247	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	flat_e	gain_siqa	0.36286898149464203	-0.18893739328577494	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	flat_e	gain_siqa	1.4601715414661323	-1.0023744475294727	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	flat_e	gain_siqa	0.6224725703936135	-0.5380702871216068	
B_edited_only	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	flat_e	gain_siqa	0.37389459682743525	-0.22800223614460632	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	gain_siqa	1.2788817540105695	-1.4845019150820258	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	gain_siqa	0.2649850953384596	-1.6821666768530978	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	gain_siqa	0.6084424673912678	-1.620355633190297	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	gain_siqa	1.3581080306712467	-1.4207786907112219	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	gain_siqa	1.1876225511865595	-1.4194052881810624	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	gain_siqa	0.6203574691185678	-1.6449362384823505	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	gain_siqa	1.361231681798175	-1.4404306851744157	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	gain_siqa	1.1794486659415722	-1.4089271104606966	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	gain_siqa	0.6074789034510637	-1.6265355405674446	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	gain_siqa	1.2788817540105695	-0.8632228592490134	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	gain_siqa	0.2649850953384596	-0.09031305993425745	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	gain_siqa	0.6084424673912678	-0.09667698047932852	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	gain_siqa	1.3581080306712467	-0.9001570623909444	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	gain_siqa	1.1876225511865595	-0.7948194740596909	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	gain_siqa	0.6203574691185678	-0.13033527406891518	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	gain_siqa	1.361231681798175	-0.8660562252332883	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	gain_siqa	1.1794486659415722	-0.8399997686494972	
B_edited_only	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	gain_siqa	0.6074789034510637	-0.17887457640778265	
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	hns_f4_s1	gain_siqa	1.5081119535116942		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	functional_hns_a05	gain_siqa	-1.0147400436427456		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	functional_hns_a10	gain_siqa	-1.6648211966388287		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	functional_flat	gain_siqa	-1.8447746202535145		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	hns_f4_s1	gain_siqa	1.425180789880406		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	functional_hns_a05	gain_siqa	-0.9498227404462344		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	functional_hns_a10	gain_siqa	-1.5982556628272704		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	functional_flat	gain_siqa	-1.7274639663677063		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	hns_f4_s1	gain_siqa	1.460171541466132		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	functional_hns_a05	gain_siqa	-0.9752914013034433		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	functional_hns_a10	gain_siqa	-1.6382073232547865		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	functional_flat	gain_siqa	-1.7670158998401628		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	hns_f4_s1	gain_siqa	0.6579194380293708		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	functional_hns_a05	gain_siqa	-0.3636971012119106		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	functional_hns_a10	gain_siqa	-0.7834909895197628		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	functional_flat	gain_siqa	-0.8265702233564328		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	hns_f4_s1	gain_siqa	0.6097574391108832		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	functional_hns_a05	gain_siqa	-0.3297342558401345		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	functional_hns_a10	gain_siqa	-0.7376703241856809		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	functional_flat	gain_siqa	-0.7618677373068325		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	hns_f4_s1	gain_siqa	0.6224725703936135		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	functional_hns_a05	gain_siqa	-0.33451806515144256		
B_edited_only	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	functional_hns_a10	gain_siqa	-0.7518676110902628		
