base	task	seed	method	module	analytic_energy_relative_error	saved_energy_relative_error	shape_spread	source_basis_sha256	nuclear_ratio
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.3.self_attn.v_proj	5.551115123125783e-16	6.177119371564288e-09	5.551115123125783e-17	9af5a12fa37ee53061c66e0222ed4b5bd6a334ec4acbdc92b4188a733ffdd404	0.18848655945242762
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.mlp.down_proj	2.220446049250313e-16	3.6223091193221535e-10	5.551115123125783e-17	19aba4817e5ec50def60c9e10f3d4085328df93ca2cc4a71fc665c743ec919bd	0.1672465871590761
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.mlp.gate_proj	2.220446049250313e-16	1.3582307500925594e-09	2.7755575615628914e-17	e44463e200f9f3802ff530b3b47ccf2e84947638c8758eb73c0bfcd2af2ce293	0.22084426692578357
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.mlp.up_proj	1.1102230246251565e-16	3.246267477052811e-09	5.551115123125783e-17	6d2de49bd5d0f9c73372d77f36de8103c039b24513a6da4aaa7760558478f11a	0.2013104136636997
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.self_attn.k_proj	4.440892098500626e-16	1.0456291388294403e-09	0.0	f0ccd9f5a6d8654dd8ecdab800a60c1f3c42c33e2520064d4310937d88eb4eef	0.28434535472004807
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.self_attn.o_proj	3.3306690738754696e-16	1.6111597611612183e-09	0.0	d5b6999bb8f64c0fd9704cc803cc1e7d965486b0e89107fa8c4002c1f0820f7f	0.16837307537125504
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.self_attn.q_proj	2.220446049250313e-16	3.394119207911217e-09	5.551115123125783e-17	1602bdd09ca63a1e92dd7c2aa4b70ef29f09fe3fa2b0f59da3e050ee19e132b9	0.22930436741225843
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.30.self_attn.v_proj	1.1102230246251565e-16	6.8758123639156565e-09	5.551115123125783e-17	71b530d9c192e194bc0b0d5a8ec1b49f6195185c755667ae9307c1221cb7eccc	0.19853980457006423
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.mlp.down_proj	2.220446049250313e-16	1.9162549325102418e-10	2.7755575615628914e-17	b69805dd59d53ce94be17b57746e277a47d314b1b120f5afdfef7b0727b26bd8	0.14189316327339557
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.mlp.gate_proj	3.3306690738754696e-16	1.0039487019497528e-09	0.0	57c5db01cfff1564b6274ad0a054076fcbde31e23c524262d762c454f04f175d	0.2552611339445973
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.mlp.up_proj	2.220446049250313e-16	2.2985626735305686e-09	5.551115123125783e-17	7b9a1ec0d916bd968a3126e5dc0a63aba2e89064a5bb9d6e6b5ef028f29ae189	0.18368759657636777
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.self_attn.k_proj	2.220446049250313e-16	4.3091641366288513e-10	1.1102230246251565e-16	150b221b24e5be889e49f1eb1be38137be9cf3435857425de39e25977af7481e	0.46207108408007685
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.self_attn.o_proj	0.0	3.4293812234409415e-10	5.551115123125783e-17	d293189a2b0174fdfc88fa7b0c96bd6a5603df28775584ea19b990409fe41882	0.3101808194045003
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.self_attn.q_proj	4.440892098500626e-16	2.4037887236261213e-09	0.0	64ae37f5324384d76756ccc5c7bf283db08bfce94d7d2fe25d9aaf403323792d	0.25386948343227894
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.31.self_attn.v_proj	4.440892098500626e-16	2.475670113355477e-09	5.551115123125783e-17	8c324dac8c2e607bc83ce2589d684233216cea8fb00f8dbbfc02369271b5301c	0.21593624869171685
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.mlp.down_proj	0.0	1.8266558265978006e-09	2.7755575615628914e-17	e9598e68b8d1b0ebad278029f1deef5f7ee2d63d185fc7929ddcf93cf524acc6	0.17939897668314062
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.mlp.gate_proj	2.220446049250313e-16	4.52643367232497e-10	0.0	200d1fb0f429f141372baebdbddd9c1292f437c79d5dfa2606f41158f3facd57	0.272922016566048
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.mlp.up_proj	0.0	1.1769183405618833e-09	2.7755575615628914e-17	ec45ee1c8962c2b31b80b95549ab55966107e0e97c6487e51d4dee933bd577de	0.1736325217843399
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.self_attn.k_proj	4.440892098500626e-16	4.8808097230512715e-08	5.551115123125783e-17	79fc4a8ecad14f5d007e858a0db05ee6b24f46b44131da65aeade6fd0f35d9fc	0.32268916883145904
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.self_attn.o_proj	0.0	1.9561509079224493e-09	5.551115123125783e-17	8f1218e74bf6732529d1bd1ef48956bea79bcab70a8203dec04bf280517fad7a	0.2256903022686808
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.self_attn.q_proj	1.1102230246251565e-16	4.047014501296076e-09	5.551115123125783e-17	7126e4ecdd561ff8c8cef5a5cc2ff3dc57e261b82d986fa7725892d23dc66761	0.24391126860444046
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.32.self_attn.v_proj	0.0	8.653744387743245e-12	0.0	f7083549d39c2f256d300e856cb4bef905386144d266e908dd434411af7260ac	0.21938293723833116
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.mlp.down_proj	1.1102230246251565e-16	4.151149202158422e-09	0.0	5a7353004c8d41021dbbfee0d9a6d4b4f8dac7174b27285381659d5bd67ec370	0.14001259659377116
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.mlp.gate_proj	0.0	1.3706737966856508e-09	2.7755575615628914e-17	c9e4980276d06cb3c9dc80acb09a28d8984073e10d6bf05ac32599b93a8e5669	0.20787817572460204
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.mlp.up_proj	2.220446049250313e-16	4.389496766066259e-09	0.0	52fde17cb1ad61209c946795466ebcf5b754a221d2a21e25d75fb1aac45540a3	0.1723654329769105
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.self_attn.k_proj	0.0	3.1682656498333017e-10	0.0	12fbe024e61e36cfc51592ab72b2af370fe8198b0a7ecf732a89d41312b8b497	0.5306106418896607
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.self_attn.o_proj	2.220446049250313e-16	7.958154579768006e-09	0.0	9281e6232e0aa796e15e085d89419291a30bc7d413d7b3c500bfcf093a84a8dd	0.26034897504288546
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.self_attn.q_proj	2.220446049250313e-16	7.921322486836857e-10	5.551115123125783e-17	b64b5af5aa26f42f8c322dd2f5ec2a5871a272eade88f0fdfeea83fbd70994cc	0.31110609995834526
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.33.self_attn.v_proj	1.1102230246251565e-16	2.539660703959612e-09	5.551115123125783e-17	cbf4b4a4cf7bb13e9fdddc342678f93d625fd29ba26fcb047034f5619cb8e630	0.22012324459122945
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.mlp.down_proj	4.440892098500626e-16	2.2342683259068963e-10	1.3877787807814457e-17	f0e24a49a96eb95c6b081580f447e050fd98d3f3a8a36e51d50d15eff7999ecc	0.1106904854506643
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.mlp.gate_proj	2.220446049250313e-16	2.1267154703963342e-09	0.0	d558022906ecc7a8a0e2cb430b8c75fa6fd6469e0465f6da05a706c196109e73	0.1352082243027456
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.mlp.up_proj	2.220446049250313e-16	4.0065386563981065e-09	0.0	c2dfa5d9c5efc239e5078ff71be9bade0fc6e6d6591f2d447a14499a418b4d5f	0.13357464526520757
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.self_attn.k_proj	0.0	5.135220471075286e-09	0.0	6618c517d544e9c1f03d8d3c9cd6ad57268da09a5bc33139f75f89a3cf6091bd	0.30559046846762916
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.self_attn.o_proj	0.0	1.6446179973428343e-09	2.7755575615628914e-17	bec6aaf2e415a62cb412a93262a571cca7d358dfb4370d1186d3f8d6f5366999	0.19277813842394392
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.self_attn.q_proj	2.220446049250313e-16	7.006821789445894e-10	2.7755575615628914e-17	00d0e4cdcbff6febeb719fdaf0309c31f1c2f1df44182c54f2a3b73a466c8705	0.17913715148740564
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.34.self_attn.v_proj	2.220446049250313e-16	8.422961217391389e-10	2.7755575615628914e-17	3003ea30cdf5dbfebea33369830a61ce03c6da643c4ce21c978a2e06eaa9c6fa	0.18358204891585433
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.mlp.down_proj	2.220446049250313e-16	2.8269009355597063e-10	0.0	19c2c07c0c73e7f082316e89d2dde88b30988aee912fe5bde35eac2659076f73	0.16389596218240882
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.mlp.gate_proj	0.0	2.128321152650159e-08	1.3877787807814457e-17	76cab82dd58018bfad1ea57b86ea7c764a7cfaa5e63e99255e31b0e28d43b893	0.10967190894628977
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.mlp.up_proj	4.440892098500626e-16	2.9866109585441336e-12	0.0	7612221436a34d95b890d8c6722aaaca9092ee5855322cc10a998fb26e3d4577	0.13703811529309762
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.self_attn.k_proj	3.3306690738754696e-16	5.368764877111687e-09	0.0	59f7ea979d37ce4452d7ca0c630f5f134d3159098a530cea29ca3c6a9a49b7a2	0.26617339116371325
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.self_attn.o_proj	0.0	2.0664303601591882e-10	2.7755575615628914e-17	29e8f956790644a27acbedc50397b45ccd51c313407aa26cc0af82f277a75929	0.12453839547242164
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.self_attn.q_proj	2.220446049250313e-16	6.937390661931886e-10	2.7755575615628914e-17	9b7c0efd4ec96e7fff9b98522ce8ea27e21c870a80358f510394e86e699ee73c	0.14201158178740633
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.35.self_attn.v_proj	1.1102230246251565e-16	1.166801544272289e-09	0.0	34c948171b6432e67631baa73c7a06ca8aaa61f7babd8747ba512ce1848df2b8	0.14968296889315122
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.mlp.down_proj	0.0	2.3433754936519335e-10	2.7755575615628914e-17	dd672a3ab2e26b775bc6bb7efeb440d02ec51a1439d99c9016a4daf9db3e5f12	0.2041850141619897
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.mlp.gate_proj	1.1102230246251565e-16	4.319678281738959e-09	2.7755575615628914e-17	47d59f677edae2e305c06fa4ad08824ef4305186ef45441e6df1cfafcfc141cd	0.2173413186292114
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.mlp.up_proj	0.0	2.0138885004072904e-09	2.7755575615628914e-17	2ebae49b4d36a9f78650a01e563e2133916efe43fd12dadcf18491a84217bbe8	0.19889527929057585
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.self_attn.k_proj	0.0	3.1349185469764507e-09	0.0	327e1d440849da01fc21583524b32d43fc4b3045ad8d17dcb54452ca2c149d7d	0.5050155515189857
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.self_attn.o_proj	0.0	6.42672981499004e-09	0.0	9a415330823ae1a4e1dd069c310e9001f7c487e47a58115a0c3ddbe5fa4511c1	0.28607189479955836
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.self_attn.q_proj	2.220446049250313e-16	6.299523347408353e-09	0.0	3a5ef920c5309408d9674dfca433806b361a83b8f37fe0317e851cf93cd6bca6	0.3047084006495106
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.4.self_attn.v_proj	2.220446049250313e-16	5.861899854409103e-10	2.7755575615628914e-17	b37afdc08990119ea8b239ccc8afdfe9ba7abc9aa7ada0552b6c8fe9a9b605cf	0.18139032626888105
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.mlp.down_proj	2.220446049250313e-16	2.727396086754652e-10	0.0	def6012616dd27df73fcbe1a1378e7d9d459c311915cde1259bee934eda957ff	0.2859265632798406
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.mlp.gate_proj	1.1102230246251565e-16	6.194977864026896e-10	5.551115123125783e-17	34b26d1dd69a3b85b47820cfcb96f6e1d3db9879e5d27a4b0ef3953e6bc0ed5d	0.21246730560225477
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.mlp.up_proj	1.1102230246251565e-16	2.3637198864889797e-09	5.551115123125783e-17	d01d86a39f20a24432da5977bb23f842052ef631a5231b936b46e1bc0402f81c	0.196777134166156
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.self_attn.k_proj	2.220446049250313e-16	1.6459124063672448e-09	0.0	6c5a5684204a389db3abc986bc6915efae01027200847f4596035ba8adf60cca	0.6179897077791837
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.self_attn.o_proj	1.1102230246251565e-16	1.989301612326244e-09	0.0	1e3bc929a726eb778e8e4f43bc410652b173fa710063a3000c6d98b7d6006bb1	0.2932438471417832
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.self_attn.q_proj	2.220446049250313e-16	1.4619950805538906e-09	1.1102230246251565e-16	43d7d2c8cbbe4e84b378de45c280526c996afad4d674dcdc833eca67cba1c04e	0.43783203059655257
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.5.self_attn.v_proj	5.551115123125783e-16	4.120224161852093e-10	2.7755575615628914e-17	cb662010867197b11b48d328d5e6f183e54ef4bd7a0979c74859150af2735672	0.15061087493437153
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.mlp.down_proj	2.220446049250313e-16	7.795553091938245e-10	1.3877787807814457e-17	d2f93ae56c38ce66c351c733a89db9d3c8e0712684010be5f30118fea5be2c83	0.10774242988240991
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.mlp.gate_proj	0.0	2.8772546567523705e-09	5.551115123125783e-17	d3c0c53a75b14fb0b04feef7724fc5fa61bf23d2d5fd88df2e79e566af9c9033	0.23044114285028505
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.mlp.up_proj	0.0	8.795504324865533e-10	2.7755575615628914e-17	f4b459192df1211eb6e5cf2c7ea615e1f47f1a775e615c535a15c0e70983dcef	0.16650209737093194
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.self_attn.k_proj	1.1102230246251565e-16	1.0287635188177546e-09	1.1102230246251565e-16	475f9e0c5c1da62dcdcb06b8b120560205995c187658a537d53d8fec200e4408	0.6607077540951497
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.self_attn.o_proj	0.0	1.7202267388327641e-09	1.1102230246251565e-16	d1a219721cc8883bfa348059c50336ae8f3c511e5b7cbca5db14f8b5e813a01a	0.44994296651724763
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.self_attn.q_proj	4.440892098500626e-16	1.5234513650597137e-09	1.1102230246251565e-16	d9a274e2cdcbbcfecfbf9e70052792e787fbf40914391c84da65071102b39e43	0.4402663188451894
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.6.self_attn.v_proj	0.0	4.20722301441856e-09	0.0	23b11fd80dcf4efda751343e1bc776c74138d883e866710cb2fe890027878e71	0.28357187810079115
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.mlp.down_proj	2.220446049250313e-16	1.076320366166783e-09	2.7755575615628914e-17	65625443693ef6c0eb9d3b3882623992a2c95da7b70fd210ef2f349f9e0a59c0	0.19043408940186832
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.mlp.gate_proj	0.0	9.351835972282174e-10	0.0	c183a81f755ea791321fefb5617350bdabe736b1d457c2f7ccb333655d6c6ec8	0.25279017823640826
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.mlp.up_proj	4.440892098500626e-16	3.413803684182426e-10	2.7755575615628914e-17	810b0cab8a69171822eb48dff2bdee14da3abdef647c00a7731d05340bda2e32	0.19190881646000918
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.self_attn.k_proj	0.0	4.687935817315747e-09	0.0	89240ecb3ab64dcadfbadea712c7b71be7a281cbbcdd06458351be911a401341	0.525251441404567
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.self_attn.o_proj	0.0	7.002541102529847e-09	1.1102230246251565e-16	d4f56c53608acf77d1a15e1015c0f97bd9d3791cf23a44e70ec05b268d2c15c4	0.3138285922997952
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.self_attn.q_proj	4.440892098500626e-16	2.4349946503576803e-09	0.0	ad403b82d3c8c73eb2d55ee943a71855a961ca44f21cb877a20d7c73f7032d57	0.2869102212185829
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.7.self_attn.v_proj	4.440892098500626e-16	2.5387911772867255e-09	5.551115123125783e-17	0a498da729e48b4a7d3881f4d43a71cb997e065fcf504e31aeff07a3fba0c0e1	0.17660699203648503
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.mlp.down_proj	1.1102230246251565e-16	7.80186204529798e-09	5.551115123125783e-17	0d3eabddc7c5ae6d94a8188cc247625d54d6c67656d0d97b67f0493fe6085179	0.24181453413671927
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.mlp.gate_proj	4.440892098500626e-16	4.929467367631446e-08	0.0	f822fb656497ce7b50bf2ff0f61478b50ebf5d2eb43256233ea916d759e115b9	0.29758742936536997
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.mlp.up_proj	1.1102230246251565e-16	5.113665713096793e-09	1.1102230246251565e-16	bb8a5e123e85bf949fcaa527cef7591537ffd97860e4a8700918378efc7d0ee1	0.3648823570531437
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.self_attn.k_proj	3.3306690738754696e-16	1.5980063938769717e-09	0.0	c73cde9605a4b61030e88ce4107499c379c34c2fd92fd980a4edbcc56b995105	0.5041566682385539
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.self_attn.o_proj	2.220446049250313e-16	1.2338126076372191e-09	5.551115123125783e-17	dd79a9b8a8554d858956e4c1615c6fb9df269513de502921c78f16dbc67c39a8	0.22157439489257164
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.self_attn.q_proj	1.1102230246251565e-16	2.5233892753107057e-09	2.7755575615628914e-17	e9b064964ec12de59447c4b9a5323884d2b59dfb434710309965b6bc3fa765a4	0.20099247514661994
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.8.self_attn.v_proj	2.220446049250313e-16	5.6124287439729414e-09	2.7755575615628914e-17	ebb2d7608353f2029e1c91380eb68ccddf46b5ebd5b924fb9d83f2eda7e89f59	0.20381906611752143
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.mlp.down_proj	0.0	3.3930965814832348e-09	2.7755575615628914e-17	d0007f2cbcbd916a948f83ec270e882f95ea859e65b81a99226b1dc68d55ad1a	0.21641494885197568
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.mlp.gate_proj	0.0	7.413754166130104e-09	0.0	309afe6726e348be44bfba0d60e1b134f248927031cec07ca73e5b4bb0e5a0bb	0.2650488395284454
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.mlp.up_proj	1.1102230246251565e-16	3.467413023372501e-10	0.0	522ceb043648a8565a59c14a270e50a3c395d1e2fbfb406dd7b5b94a46546006	0.28149985310228365
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.self_attn.k_proj	6.661338147750939e-16	3.835514794658934e-09	1.1102230246251565e-16	f73012a7b4cc04c80eef2337c744bc94611be495f012cd841bced8b4e6b2951b	0.4393217721598389
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.self_attn.o_proj	6.661338147750939e-16	9.606804241002465e-11	0.0	d9beb0c76d620f8d2b5937cc0e9901aa9f1abab0b62ed41d08734c36990278c2	0.2786111177903405
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.self_attn.q_proj	1.1102230246251565e-16	2.3533959225829904e-09	5.551115123125783e-17	80ecdd23d00b48b19d717f078ca02a846cfc2c8ceb7c49f087f24856283f880c	0.3252793833814567
Qwen3-8B	magicoder	43	scalar_e	base_model.model.model.layers.9.self_attn.v_proj	0.0	2.551386213411888e-09	5.551115123125783e-17	59bd10ff680c0112faba2436bc9be17290f088fe9411b9c7498ea47f2c1c6b56	0.22937083274219858
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.mlp.down_proj	2.220446049250313e-16	2.4526386477319306e-09	0.0	0481fcd71887e2f7ea75f83d5eda30d9f4ac88707e4f7e7cadd9cac1a8f4af85	0.5643937514928864
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.mlp.gate_proj	2.220446049250313e-16	5.628421506642667e-09	0.0	b486511e5dc56a268fc1e25383c4817183e552731fc5267346b591e2d4ee55c2	0.27015925420046716
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.mlp.up_proj	2.220446049250313e-16	8.656921846039722e-10	0.0	7c0bd674b188a07b63ed71073ea74a18b827e32174143a8a2553feba8b1a5881	0.2628040358207768
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.self_attn.k_proj	2.220446049250313e-16	6.224005755228745e-10	0.0	1af3574b5fd7d4b56572c3a8a1db11b9eaf90308f7e0c62b492ddecd31bcbd67	0.5742365622011568
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.self_attn.o_proj	2.220446049250313e-16	6.1450189381417886e-09	5.551115123125783e-17	f3553e8057ad3a5e023b1760ca4de7a11e1087d8b5c1d063541f35527a9ea086	0.35682318236582616
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.self_attn.q_proj	1.1102230246251565e-16	4.887050208957078e-09	0.0	c935f295f0ca62d797676121241169098e5b0e9863bff888d799718b96a97d90	0.516790898491387
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.0.self_attn.v_proj	2.220446049250313e-16	1.2963188300574302e-09	5.551115123125783e-17	35e92e80eced4501757161e42b2b1f618e1b614849f72c29bc750fbc83ff8210	0.4412130239044382
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.1.mlp.down_proj	1.1102230246251565e-16	1.187919540512894e-09	1.1102230246251565e-16	adebe5eae9f28f3d0211a4f223c42cc10a6a96954bccb5035a6e4b7215f93431	0.36093885628406175
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.1.mlp.gate_proj	2.220446049250313e-16	2.4178830049237376e-09	0.0	c0ab85dbe31aa087a91cbea0ab1e3c777bb09cde5cd6961c5cd4f16126b9eba4	0.08951996160812367
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.1.mlp.up_proj	0.0	1.0565069930024151e-09	5.551115123125783e-17	00c86e60812e86e30fc8ff7fbae8078bf25fd9812e849ff1dbaed9b24a706373	0.1847558097867653
Qwen3-8B	metamath	43	scalar_e	base_model.model.model.layers.1.self_attn.k_proj	0.0	1.5644914252987974e-09	5.551115123125783e-17	d31973588d23a9435ffbc51623ca96095bafbc45a79e37eabb5dd58d3774cfe8	0.4981461315235661
