base	task	seed	method	epsilon	module	input_dim	output_dim	source_rank	retained_rank	zero_rank	scaling_before	scaling_after	parameters_before	parameters_after	parameter_ratio	energy_before	energy_after	saved_factor_relative_error	sigma_before	sigma_retained
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.1.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.11481099916474269	0.10333350980440414	0.0	[0.16072764992713928,0.03361528366804123,0.01917063072323799,0.014350769110023975,0.014072541147470474,0.012804812751710415,0.01228746771812439,0.010768793523311615,0.010663749650120735,0.010143638588488102,0.00908791646361351,0.008005580864846706,0.007056576199829578,0.006790779065340757,0.006343018729239702,0.00612752977758646]	[0.16072764992713928]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.1.self_attn.v_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.054328580730775386	0.05116269166593157	0.0	[0.11309585720300674,0.01831415295600891,0.01426662690937519,0.007508500013500452,0.006420697085559368,0.006014927290380001,0.005646625068038702,0.00488127488642931,0.004348089452832937,0.0037155384197831154,0.0029937552753835917,0.0029469383880496025,0.002115298295393586,0.0019039716571569443,0.001612684689462185,0.0014055107021704316]	[0.11309585720300674]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.mlp.down_proj	12288	4096	16	1	False	2.0	2.0	262144	16384	0.0625	0.24098746379093222	0.2318834355776609	0.0	[0.24077138304710388,0.033651139587163925,0.01556391827762127,0.012139859609305859,0.010691050440073013,0.00978831946849823,0.008643532171845436,0.008261190727353096,0.008128219284117222,0.008008362725377083,0.007293873466551304,0.007098125293850899,0.006880769971758127,0.006626131944358349,0.006343532353639603,0.005970897618681192]	[0.24077138304710388]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.32233531240238267	0.2858638011153689	0.0	[0.25130143761634827,0.09117860347032547,0.03653056547045708,0.03057502582669258,0.029713012278079987,0.028453819453716278,0.027168814092874527,0.026616772636771202,0.02579498663544655,0.02517179399728775,0.023567749187350273,0.022908706218004227,0.019427986815571785,0.018306531012058258,0.017879117280244827,0.01726257987320423]	[0.25130143761634827,0.09117860347032547]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.mlp.up_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.2997054668905875	0.2717696509971612	0.0	[0.25119468569755554,0.06959628313779831,0.034346990287303925,0.03162147104740143,0.026680385693907738,0.025289740413427353,0.023058151826262474,0.022756299003958702,0.021311592310667038,0.020478136837482452,0.01837780326604843,0.017175644636154175,0.015997450798749924,0.015697399154305458,0.014430574141442776,0.013657474890351295]	[0.25119468569755554,0.06959628313779831]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.014359562263571272	0.0	0.0	[0.05201543867588043,0.017638370394706726,0.012772174552083015,0.008931648917496204,0.007555562537163496,0.007161854766309261,0.006877479609102011,0.00615578331053257,0.005469201132655144,0.005212608724832535,0.004654461983591318,0.004112857393920422,0.003770622657611966,0.003247919725254178,0.00293942098505795,0.002761861775070429]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.12202649408018819	0.10274855431220775	0.0	[0.16027207672595978,0.04733460023999214,0.02998785674571991,0.01799219287931919,0.015136050991714,0.013820835389196873,0.012742450460791588,0.011095340363681316,0.010785051621496677,0.010566521435976028,0.010238570161163807,0.00911337323486805,0.008658039383590221,0.007500436156988144,0.0072928122244775295,0.007077001500874758]	[0.16027207672595978]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.125417263538093	0.11001308524646447	0.0	[0.16584110260009766,0.045243240892887115,0.020870879292488098,0.01551987137645483,0.01333226915448904,0.012763231992721558,0.011748366057872772,0.01118522323668003,0.009708965197205544,0.009320387616753578,0.008908423595130444,0.00840307679027319,0.007954806089401245,0.006988137029111385,0.006893223151564598,0.005754653364419937]	[0.16584110260009766]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.10.self_attn.v_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.0256617639785967	0.021395128517724737	0.0	[0.0731353685259819,0.021632280200719833,0.01727999374270439,0.007810263894498348,0.007157969754189253,0.0060973018407821655,0.005960125010460615,0.005333274137228727,0.0044309645891189575,0.0038237448316067457,0.0037833598908036947,0.003516287310048938,0.003023602534085512,0.0028270978946238756,0.002408258616924286,0.0016904035583138466]	[0.0731353685259819]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.mlp.down_proj	12288	4096	16	2	False	2.0	2.0	262144	32768	0.125	0.14288072896117135	0.1375780473529551	0.0	[0.1721470057964325,0.06899217516183853,0.01541940588504076,0.013544504530727863,0.011588962748646736,0.009989071637392044,0.009595127776265144,0.00908774882555008,0.008918804116547108,0.008624743670225143,0.008369078859686852,0.007856408134102821,0.00775663647800684,0.007367179729044437,0.00698439683765173,0.00684112636372447]	[0.1721470057964325,0.06899217516183853]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.24559785435972903	0.20030824953586546	0.0	[0.20955342054367065,0.07851386070251465,0.037273649126291275,0.034415796399116516,0.03320872038602829,0.03210301324725151,0.029195483773946762,0.02862180396914482,0.027309268712997437,0.026788661256432533,0.02636120095849037,0.02539585903286934,0.025014720857143402,0.023931758478283882,0.02297534979879856,0.020346980541944504]	[0.20955342054367065,0.07851386070251465]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.mlp.up_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.2953862159761173	0.2581243010644494	0.0	[0.2396487444639206,0.08425885438919067,0.039392828941345215,0.030766526237130165,0.030255353078246117,0.027598129585385323,0.026134205982089043,0.024770839139819145,0.024577545002102852,0.024123255163431168,0.02307513915002346,0.022035742178559303,0.021617507562041283,0.020762091502547264,0.02037052810192108,0.018058450892567635]	[0.2396487444639206,0.08425885438919067]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.01664489360066163	0.0	0.0	[0.04812687262892723,0.03208443522453308,0.01754932664334774,0.01259638462215662,0.0073886169120669365,0.006904490292072296,0.006748987827450037,0.00606471998617053,0.005727678537368774,0.005242975428700447,0.005019887816160917,0.004613610915839672,0.004449802450835705,0.004075286909937859,0.0035992965567857027,0.0028691552579402924]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.08233371713249654	0.06436003969796289	0.0	[0.12684640288352966,0.03830361366271973,0.025950241833925247,0.022669117897748947,0.01863955706357956,0.015035389922559261,0.01431826502084732,0.013680845499038696,0.012923342175781727,0.011621576733887196,0.011091213673353195,0.01073741540312767,0.010038557462394238,0.009576085954904556,0.008687037974596024,0.008059446699917316]	[0.12684640288352966]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.09599595893482948	0.07243985559089428	0.0	[0.13457326591014862,0.05305955931544304,0.02610720507800579,0.019087640568614006,0.017726533114910126,0.016697172075510025,0.014704023487865925,0.01427273079752922,0.01313360407948494,0.012833015993237495,0.012332623824477196,0.011870213784277439,0.011558795347809792,0.010138997808098793,0.009408295154571533,0.007729531265795231]	[0.13457326591014862]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.11.self_attn.v_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.03265028875343533	0.028060854108258093	0.0	[0.08375687152147293,0.025898493826389313,0.0112473014742136,0.008737828582525253,0.007799438666552305,0.007403378840535879,0.006501466501504183,0.005523558706045151,0.00435376213863492,0.004070542752742767,0.003728873562067747,0.003430088981986046,0.0030090578366070986,0.002633758820593357,0.0024410199839621782,0.0014869250589981675]	[0.08375687152147293]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.mlp.down_proj	12288	4096	16	2	False	2.0	2.0	262144	32768	0.125	0.10395838710982026	0.09491259682737962	0.0	[0.13924920558929443,0.06586203724145889,0.022898966446518898,0.01726643741130829,0.015192750841379166,0.013269439339637756,0.01265843864530325,0.011417142115533352,0.010496667586266994,0.010421691462397575,0.010127059184014797,0.009846897795796394,0.009571695700287819,0.00916970893740654,0.008709839545190334,0.00846153125166893]	[0.13924920558929443,0.06586203724145889]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.2193492639320817	0.17647799067469538	0.0	[0.19927804172039032,0.06639096140861511,0.03653934597969055,0.03372098132967949,0.03181787207722664,0.03153045475482941,0.029764927923679352,0.028933929279446602,0.026843979954719543,0.02674201689660549,0.025786258280277252,0.024036139249801636,0.023208295926451683,0.022420741617679596,0.021075697615742683,0.01876216009259224]	[0.19927804172039032,0.06639096140861511]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.mlp.up_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.20241866927203384	0.16491723622928878	0.0	[0.18481548130512238,0.0840984359383583,0.038867782801389694,0.03012201376259327,0.029617585241794586,0.028249599039554596,0.027267741039395332,0.026421021670103073,0.02532011643052101,0.02413378283381462,0.023579644039273262,0.022696472704410553,0.022064518183469772,0.020410461351275444,0.018652673810720444,0.017159467563033104]	[0.18481548130512238,0.0840984359383583]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.011523613096885177	0.0	0.0	[0.04080548137426376,0.02113378420472145,0.014191686175763607,0.012746928259730339,0.009155728854238987,0.008069466799497604,0.0072608888149261475,0.00699020829051733,0.005743294022977352,0.004992097150534391,0.004848094657063484,0.004320627544075251,0.004247832577675581,0.003816315671429038,0.003431011224165559,0.0032101899851113558]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.15504943753577072	0.12722117928451215	0.0	[0.1783403903245926,0.05426499992609024,0.02666555531322956,0.02351611852645874,0.021924428641796112,0.020398801192641258,0.0177400354295969,0.016377096995711327,0.015566903166472912,0.014485230669379234,0.013419139198958874,0.012509298510849476,0.011923949234187603,0.011239656247198582,0.010536657646298409,0.010018334724009037]	[0.1783403903245926]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.06083316214011826	0.038812081145165545	0.0	[0.09850391000509262,0.050885699689388275,0.02258986420929432,0.019422268494963646,0.017545081675052643,0.01672549545764923,0.015912862494587898,0.01432817243039608,0.013307169079780579,0.012874115258455276,0.01224063616245985,0.01140794437378645,0.011067027226090431,0.009374880231916904,0.008790850639343262,0.008476853370666504]	[0.09850391000509262]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.12.self_attn.v_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.06297019010338797	0.059683032594493035	0.0	[0.12215055525302887,0.017178092151880264,0.012282528914511204,0.009498406201601028,0.009217530488967896,0.007062135264277458,0.006042669527232647,0.004861354827880859,0.004367934074252844,0.003803539788350463,0.0036994791589677334,0.0032948534935712814,0.0031882997136563063,0.002999888500198722,0.0026942077092826366,0.002475425601005554]	[0.12215055525302887]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.mlp.down_proj	12288	4096	16	1	False	2.0	2.0	262144	16384	0.0625	0.07833590206880636	0.06508089697665387	0.0	[0.127554789185524,0.04247932508587837,0.015648886561393738,0.014004021883010864,0.012100668624043465,0.011815577745437622,0.010739656165242195,0.00987633690237999,0.009703279472887516,0.00920944195240736,0.008996651507914066,0.008481509983539581,0.008164138533174992,0.008058457635343075,0.007596973795443773,0.00694208312779665]	[0.127554789185524]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.209923129892558	0.16264187993929746	0.0	[0.18991810083389282,0.06776123493909836,0.03824230656027794,0.037374675273895264,0.03364386036992073,0.03184708207845688,0.03119550086557865,0.029974551871418953,0.02895546518266201,0.027291078120470047,0.026400940492749214,0.02600085735321045,0.024451931938529015,0.02278769202530384,0.022604314610362053,0.018941648304462433]	[0.18991810083389282,0.06776123493909836]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.mlp.up_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.21729163234859672	0.18033934530514717	0.0	[0.19982467591762543,0.07179787755012512,0.04025403782725334,0.034761857241392136,0.028645053505897522,0.028310716152191162,0.027432763949036598,0.026021502912044525,0.024980949237942696,0.02247484400868416,0.02194812335073948,0.021014884114265442,0.019181257113814354,0.018691880628466606,0.01827383041381836,0.015932193025946617]	[0.19982467591762543,0.07179787755012512]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.008884466251268316	0.0	0.0	[0.03186506778001785,0.018566658720374107,0.01541085820645094,0.011444448493421078,0.009523222222924232,0.00818665325641632,0.007812556810677052,0.007109468337148428,0.006705177947878838,0.006244407035410404,0.005899849813431501,0.005616163369268179,0.005173747893422842,0.004568182863295078,0.0038059987127780914,0.00329036102630198]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.08063751893168059	0.05281180714431266	0.0	[0.11490409821271896,0.05506182089447975,0.02704640105366707,0.02295197732746601,0.020542621612548828,0.019887790083885193,0.017597047612071037,0.016545584425330162,0.016313424333930016,0.014629052020609379,0.01296908687800169,0.011840037070214748,0.011296323500573635,0.011269224807620049,0.010551344603300095,0.010532469488680363]	[0.11490409821271896]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.04656099649778777	0.027476356374460886	0.0	[0.08287996798753738,0.043090689927339554,0.025410974398255348,0.019234059378504753,0.01793917454779148,0.016674639657139778,0.01524505577981472,0.01441191229969263,0.013407551683485508,0.012764109298586845,0.012059423141181469,0.011004848405718803,0.008891410194337368,0.008194956928491592,0.0075947255827486515,0.006752601359039545]	[0.08287996798753738]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.13.self_attn.v_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.028255721836297026	0.02423362276842611	0.0	[0.07783576101064682,0.020412662997841835,0.01303839311003685,0.010368461720645428,0.008949202485382557,0.008291054517030716,0.006022267043590546,0.005198498256504536,0.004699635785073042,0.0042691417038440704,0.0038575816433876753,0.0034518411848694086,0.0031080737244337797,0.003055380191653967,0.002579683903604746,0.0025422112084925175]	[0.07783576101064682]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.mlp.down_proj	12288	4096	16	1	False	2.0	2.0	262144	16384	0.0625	0.08851582632121466	0.07121830420340203	0.0	[0.13343378901481628,0.049003392457962036,0.02237858437001705,0.015508131124079227,0.013062640093266964,0.012714267708361149,0.012326343916356564,0.01092925388365984,0.010075714439153671,0.009772542864084244,0.008887803182005882,0.00876521971076727,0.008232355117797852,0.007535901386290789,0.007379543036222458,0.006797683425247669]	[0.13343378901481628]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.22898317493446343	0.1731758777676975	0.0	[0.1929592788219452,0.07785040885210037,0.04325777292251587,0.042208146303892136,0.03875863179564476,0.03523492068052292,0.034179966896772385,0.030261224135756493,0.029995635151863098,0.028366319835186005,0.026807665824890137,0.026261065155267715,0.025314977392554283,0.025093870237469673,0.02376352995634079,0.02287754975259304]	[0.1929592788219452,0.07785040885210037]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.mlp.up_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.18992898766956634	0.14870021596505034	0.0	[0.17895957827568054,0.07175321131944656,0.04304845258593559,0.036701131612062454,0.03027736209332943,0.030131664127111435,0.027506312355399132,0.02720617689192295,0.025548720732331276,0.02471904456615448,0.02270589955151081,0.021624604240059853,0.0208904929459095,0.02042245678603649,0.018932083621621132,0.01807701773941517]	[0.17895957827568054,0.07175321131944656]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.009047191599153273	0.0	0.0	[0.03149411827325821,0.01981467194855213,0.014230678789317608,0.012312090955674648,0.009772282093763351,0.00854667741805315,0.007691912818700075,0.007284800987690687,0.006632318254560232,0.006301600020378828,0.0058716111816465855,0.005502699874341488,0.0052419183775782585,0.004950268194079399,0.004678703844547272,0.004482619930058718]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.08283633782151235	0.0482510388780375	0.0	[0.1098305955529213,0.06279934197664261,0.031417690217494965,0.02408015914261341,0.02319539152085781,0.021806703880429268,0.01991432160139084,0.017194749787449837,0.015801776200532913,0.015732429921627045,0.014250729233026505,0.013588507659733295,0.012642895802855492,0.012064533308148384,0.011701580137014389,0.010128417983651161]	[0.1098305955529213]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.052153425065561865	0.03211563918379401	0.0	[0.08960418403148651,0.04628331586718559,0.026303471997380257,0.020219754427671432,0.017329910770058632,0.01649610325694084,0.015165555290877819,0.01372371893376112,0.013195878826081753,0.011831304989755154,0.010311346501111984,0.009946190752089024,0.008897452615201473,0.008011236786842346,0.00783217791467905,0.00719438074156642]	[0.08960418403148651]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.14.self_attn.v_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.015503161815139017	0.0	0.0	[0.054310142993927,0.017669402062892914,0.01721733994781971,0.008198708295822144,0.007164988666772842,0.00610234122723341,0.0057047586888074875,0.005085547920316458,0.004771407227963209,0.003939399495720863,0.003865836188197136,0.003515767166391015,0.003345790319144726,0.003258845768868923,0.0030231275595724583,0.0026093192864209414]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.mlp.down_proj	12288	4096	16	1	False	2.0	2.0	262144	16384	0.0625	0.08199860391801218	0.06693656815507953	0.0	[0.12936051189899445,0.04044727981090546,0.022926611825823784,0.017025047913193703,0.015013319440186024,0.013356619514524937,0.011627232655882835,0.011302780359983444,0.0105279004201293,0.010018052533268929,0.009708242490887642,0.009356657043099403,0.008645322173833847,0.008359239436686039,0.00787696149200201,0.006902188993990421]	[0.12936051189899445]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.2852951497267602	0.231251258601465	0.0	[0.23087218403816223,0.06716285645961761,0.04403410479426384,0.04031989350914955,0.03853830322623253,0.03358457610011101,0.03271694853901863,0.03098105452954769,0.029160762205719948,0.027683207765221596,0.027203556150197983,0.026582105085253716,0.025784743949770927,0.024602660909295082,0.02291157841682434,0.021082963794469833]	[0.23087218403816223,0.06716285645961761]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.mlp.up_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.2250291359394615	0.183246593901214	0.0	[0.1997649222612381,0.07684805989265442,0.04071119800209999,0.03838271275162697,0.03286469355225563,0.029625387862324715,0.027722347527742386,0.02719346433877945,0.024854660034179688,0.024243494495749474,0.023475028574466705,0.02227913960814476,0.02146468311548233,0.020541463047266006,0.01919177547097206,0.018581973388791084]	[0.1997649222612381,0.07684805989265442]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.009324888450954636	0.0	0.0	[0.03205811604857445,0.025192391127347946,0.012716240249574184,0.011918900534510612,0.00776321766898036,0.00701421732082963,0.006956091150641441,0.006525210104882717,0.005940029863268137,0.005451116245239973,0.0048638442531228065,0.004592170473188162,0.004064714070409536,0.003916292916983366,0.0036170310340821743,0.0031562033109366894]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.08141569972713113	0.06201985662188747	0.0	[0.12451893091201782,0.03667468577623367,0.030537554994225502,0.024018635973334312,0.01953422836959362,0.018722327426075935,0.01561132725328207,0.013256554491817951,0.012922188267111778,0.012130334973335266,0.011437330394983292,0.010595347732305527,0.00958798173815012,0.009199255146086216,0.007758512161672115,0.006998397409915924]	[0.12451893091201782]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.05697320019051365	0.038376608827320524	0.0	[0.09794974327087402,0.0436868853867054,0.02830328419804573,0.01976369135081768,0.016582755371928215,0.014713316224515438,0.013986067846417427,0.013462788425385952,0.01256854273378849,0.011384361423552036,0.010880363173782825,0.01001285482198,0.007694074884057045,0.007304272148758173,0.006407320033758879,0.00455870945006609]	[0.09794974327087402]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.15.self_attn.v_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.0194886121787965	0.0	0.0	[0.06091387942433357,0.019799314439296722,0.016193917021155357,0.011970494873821735,0.01006830669939518,0.007432548329234123,0.007014312315732241,0.006449926178902388,0.005739930085837841,0.00505498331040144,0.0038474970497190952,0.0035576114896684885,0.003432054538279772,0.0028331982903182507,0.002541879191994667,0.002112212823703885]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.mlp.down_proj	12288	4096	16	1	False	2.0	2.0	262144	16384	0.0625	0.13954991163133304	0.12721259045766065	0.0	[0.17833437025547028,0.03330354392528534,0.0216410830616951,0.01585991494357586,0.015022828243672848,0.013298293575644493,0.012305899523198605,0.010600178502500057,0.010367780923843384,0.009418907575309277,0.00910632498562336,0.008824752643704414,0.008026990108191967,0.007634397130459547,0.007408326491713524,0.007375224959105253]	[0.17833437025547028]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	0.4701460779420154	0.4168007930000073	0.0	[0.3070674538612366,0.0995478630065918,0.04652205482125282,0.03858266398310661,0.0366554781794548,0.03352164477109909,0.032739587128162384,0.031562235206365585,0.030422009527683258,0.029017524793744087,0.02631579339504242,0.02553825080394745,0.024433618411421776,0.023271916434168816,0.02176329307258129,0.020580435171723366]	[0.3070674538612366,0.0995478630065918]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.mlp.up_proj	4096	12288	16	1	False	2.0	2.0	262144	16384	0.0625	0.36823031868574463	0.32074690237641335	0.0	[0.283172607421875,0.05067896470427513,0.03718090429902077,0.033527061343193054,0.03191462904214859,0.02922656759619713,0.027972273528575897,0.02521982043981552,0.024253899231553078,0.023463174700737,0.02273528091609478,0.02164333499968052,0.02029874548316002,0.019397305324673653,0.017599573358893394,0.016812235116958618]	[0.283172607421875]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.self_attn.k_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.011979625139474825	0.0	0.0	[0.03696298971772194,0.024064384400844574,0.01665387488901615,0.012190129607915878,0.010435223579406738,0.009104429744184017,0.008907072246074677,0.008658910170197487,0.007513498887419701,0.007113673724234104,0.006426532752811909,0.005860642064362764,0.00535330455750227,0.005100370850414038,0.004652976058423519,0.004298228770494461]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.self_attn.o_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.07442398688940244	0.05994142848059969	0.0	[0.12241469323635101,0.026687907055020332,0.02140229009091854,0.02032485045492649,0.01851562038064003,0.01731085032224655,0.0147496797144413,0.014354309067130089,0.0138781713321805,0.012461395934224129,0.011829745024442673,0.011095838621258736,0.01057286374270916,0.010003400035202503,0.008798202499747276,0.008422132581472397]	[0.12241469323635101]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.self_attn.q_proj	4096	4096	16	1	False	2.0	2.0	131072	8192	0.0625	0.07417510465889787	0.05731563456624422	0.0	[0.11970341950654984,0.035880107432603836,0.023973584175109863,0.021005073562264442,0.017999397590756416,0.016421416774392128,0.015373469330370426,0.013423703610897064,0.01275138184428215,0.012122444808483124,0.011518901214003563,0.010483858175575733,0.010355533100664616,0.009372882544994354,0.008900262415409088,0.008654969744384289]	[0.11970341950654984]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.16.self_attn.v_proj	4096	1024	16	0	True	2.0	2.0	81920	0	0.0	0.01769260054366045	0.0	0.0	[0.057978659868240356,0.023923879489302635,0.012023559771478176,0.008760759606957436,0.007728829514235258,0.006382169667631388,0.00622416939586401,0.00584925664588809,0.005356227047741413,0.0045597436837852,0.003614873392507434,0.0032999252434819937,0.0027738544158637524,0.0023841310758143663,0.002038351958617568,0.0018880596617236733]	[]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.17.mlp.down_proj	12288	4096	16	1	False	2.0	2.0	262144	16384	0.0625	0.14641569818615022	0.12768602414002217	0.0	[0.1786659061908722,0.0546366423368454,0.019993454217910767,0.01508326455950737,0.013618475757539272,0.011788099072873592,0.010258709080517292,0.009565300308167934,0.009477279148995876,0.009251647628843784,0.008856949396431446,0.008504174649715424,0.008179957047104836,0.007551298011094332,0.007222678512334824,0.006824607960879803]	[0.1786659061908722]
Qwen3-8B	magicoder	42	para_e90	0.9	base_model.model.model.layers.17.mlp.gate_proj	4096	12288	16	2	False	2.0	2.0	262144	32768	0.125	1.0347609473990567	0.9950595818655439	0.0	[0.4929550290107727,0.07589621096849442,0.04144226759672165,0.03606671839952469,0.032623209059238434,0.030422907322645187,0.02630874142050743,0.02597346156835556,0.0252044890075922,0.023692328482866287,0.022693337872624397,0.021285997703671455,0.02038251981139183,0.018834944814443588,0.017992954701185226,0.017083657905459404]	[0.4929550290107727,0.07589621096849442]
